日期,流水號,名稱,維基集數,ESFIO,無文字版本,imgur,i.imgur
231118,SS3324,對 你應該多運動,72-B,S4E22,,https://imgur.com/YjDcADu,https://i.imgur.com/YjDcADu.jpg
231118,SS3325,我為什麼不現在就開始呢,72-B,S4E22,,https://imgur.com/yvAvoZY,https://i.imgur.com/yvAvoZY.jpg
231118,SS3326,我可以把你們兩個飯桶 當成啞鈴舉,72-B,S4E22,,https://imgur.com/tyfaDFb,https://i.imgur.com/tyfaDFb.jpg
231118,SS3327,離我遠一點好不好,72-B,S4E22,,https://imgur.com/kVwSUvD,https://i.imgur.com/kVwSUvD.jpg
231118,SS3328,你會害我得幽閉恐懼症,72-B,S4E22,,https://imgur.com/yR4LmZz,https://i.imgur.com/yR4LmZz.jpg
231118,SS3329,什麼是幽閉恐懼症,72-B,S4E22,,https://imgur.com/uMnGYM0,https://i.imgur.com/uMnGYM0.jpg
231118,SS3330,那表示他很害怕聖誕老人,72-B,S4E22,,https://imgur.com/9drdWek,https://i.imgur.com/9drdWek.jpg
231118,SS3331,才不是呢,72-B,S4E22,,https://imgur.com/QA3jc12,https://i.imgur.com/QA3jc12.jpg
231118,SS3332,別鬧 你嚇死他了,72-B,S4E22,,https://imgur.com/vSEimle,https://i.imgur.com/vSEimle.jpg
231118,SS3333,你的手肘打到我的肋排了,72-B,S4E22,,https://imgur.com/KlWCDwy,https://i.imgur.com/KlWCDwy.jpg
231118,SS3334,你不要再踩我的馬鈴薯沙拉了,72-B,S4E22,,https://imgur.com/FxGumE0,https://i.imgur.com/FxGumE0.jpg
231118,SS3335,這裡又沒有聖誕老人,72-B,S4E22,,https://imgur.com/oHIpFlk,https://i.imgur.com/oHIpFlk.jpg
231118,SS3336,自由 我自由了,72-B,S4E22,,https://imgur.com/raYUApI,https://i.imgur.com/raYUApI.jpg
231118,SS3337,我唯一的願望 就是希望遠離這裡,72-B,S4E22,,https://imgur.com/9WrgVT4,https://i.imgur.com/9WrgVT4.jpg
231118,SS3338,活該,72-B,S4E22,,https://imgur.com/MTpK3kG,https://i.imgur.com/MTpK3kG.jpg
231118,SS3339,你昨天晚上收了多少錢啊,72-B,S4E22,,https://imgur.com/Ys33uia,https://i.imgur.com/Ys33uia.jpg
231118,SS3340,我永遠都不相信魔法 永遠,72-B,S4E22,,https://imgur.com/FbcfDlN,https://i.imgur.com/FbcfDlN.jpg
231118,SS3341,我希望變成清蒸螃蟹 淋上超熱的滾燙奶油,72-B,S4E22,,https://imgur.com/p1Yd68L,https://i.imgur.com/p1Yd68L.jpg
231118,SS3342,請問你的魔法在哪裡,72-B,S4E22,,https://imgur.com/VoDMSnn,https://i.imgur.com/VoDMSnn.jpg
231118,SS3343,怎麼會這樣呢,72-B,S4E22,,https://imgur.com/11vk24R,https://i.imgur.com/11vk24R.jpg
231118,SS3344,我不知道你現在又想搞什麼鬼,73-A,S4E23,,https://imgur.com/dwb30db,https://i.imgur.com/dwb30db.jpg
231118,SS3345,我現在就告訴你 別作夢了,73-A,S4E23,,https://imgur.com/6wLhE3a,https://i.imgur.com/6wLhE3a.jpg
231118,SS3346,你看不出來我在求和嗎,73-A,S4E23,,https://imgur.com/QcvAvTa,https://i.imgur.com/QcvAvTa.jpg
231118,SS3347,你明知道我不識字,73-A,S4E23,,https://imgur.com/7T3lUC6,https://i.imgur.com/7T3lUC6.jpg
231118,SS3348,我不想再跟你競爭了,73-A,S4E23,,https://imgur.com/r24oYl3,https://i.imgur.com/r24oYl3.jpg
231118,SS3349,可是你以前都是來陰的,73-A,S4E23,,https://imgur.com/8uL4Et5,https://i.imgur.com/8uL4Et5.jpg
231118,SS3350,沒有錯 我都只是想偷而已,73-A,S4E23,,https://imgur.com/PdYkKqD,https://i.imgur.com/PdYkKqD.jpg
231118,SS3351,但是每一次我都輸得慘兮兮的,73-A,S4E23,,https://imgur.com/OKcfiFz,https://i.imgur.com/OKcfiFz.jpg
231118,SS3352,我只要一想到這件事情 我的心就會全部都糾在一起,73-A,S4E23,,https://imgur.com/KJUsbNA,https://i.imgur.com/KJUsbNA.jpg
231118,SS3353,給你看個東西,73-A,S4E23,,https://imgur.com/Eq178Fa,https://i.imgur.com/Eq178Fa.jpg
231118,SS3354,掃什麼掃啊,73-A,S4E23,,https://imgur.com/FlXhRpV,https://i.imgur.com/FlXhRpV.jpg
231118,SS3355,你知道我這裡 已經多久沒有客人來了嗎,73-A,S4E23,,https://imgur.com/0T823AS,https://i.imgur.com/0T823AS.jpg
231118,SS3356,其實 我沒有看過你這裡有過客人,73-A,S4E23,,https://imgur.com/KDpWJtY,https://i.imgur.com/KDpWJtY.jpg
231118,SS3357,所以我才要做出痛苦的決定 從此退出餐飲業,73-A,S4E23,,https://imgur.com/3iftHvu,https://i.imgur.com/3iftHvu.jpg
231118,SS3358,你想要把你的餐廳 變成一堆垃圾,73-A,S4E23,,https://imgur.com/oMXTU4k,https://i.imgur.com/oMXTU4k.jpg
231118,SS3359,拜託 你一定是開玩笑吧,73-A,S4E23,,https://imgur.com/thEsAkv,https://i.imgur.com/thEsAkv.jpg
231118,SS3360,我不會放鬆警戒心的,73-A,S4E23,,https://imgur.com/XBRjypp,https://i.imgur.com/XBRjypp.jpg
231118,SS3361,我要好好經營 沒有競爭者的新事業了,73-A,S4E23,,https://imgur.com/VREm4Sh,https://i.imgur.com/VREm4Sh.jpg
231118,SS3362,沒想到會有員工這麼的聽話,73-A,S4E23,,https://imgur.com/I0RR0Pp,https://i.imgur.com/I0RR0Pp.jpg
231118,SS3363,那是什麼聲音 怎麼那麼吵,73-A,S4E23,,https://imgur.com/b2kMxFl,https://i.imgur.com/b2kMxFl.jpg
231118,SS3364,我有預感 我會愛上充滿新事物的新生活,73-A,S4E23,,https://imgur.com/93XgdXi,https://i.imgur.com/93XgdXi.jpg
231118,SS3365,現在誰都看不到什麼了,73-A,S4E23,,https://imgur.com/kHRZf0H,https://i.imgur.com/kHRZf0H.jpg
231118,SS3366,你還不明白嗎 這是他的陰謀詭計,73-A,S4E23,,https://imgur.com/fzxItCg,https://i.imgur.com/fzxItCg.jpg
231118,SS3367,我太瞭解他了,73-A,S4E23,,https://imgur.com/srHLJi0,https://i.imgur.com/srHLJi0.jpg
231118,SS3368,他以為可以唬弄我們,73-A,S4E23,,https://imgur.com/883hz4D,https://i.imgur.com/883hz4D.jpg
231118,SS3369,當然了 沒腦袋的小子,73-A,S4E23,,https://imgur.com/L056E9H,https://i.imgur.com/L056E9H.jpg
231118,SS3370,知道還有什麼好消息嗎,73-A,S4E23,,https://imgur.com/BUJfRH3,https://i.imgur.com/BUJfRH3.jpg
231118,SS3371,我們終於可以來聽音樂了,73-A,S4E23,,https://imgur.com/sk9HNBR,https://i.imgur.com/sk9HNBR.jpg
231118,SS3372,開始了,73-A,S4E23,,https://imgur.com/CR3Shv6,https://i.imgur.com/CR3Shv6.jpg
231118,SS3373,勝利 狂歡的時間到了,73-A,S4E23,,https://imgur.com/4dQC7wl,https://i.imgur.com/4dQC7wl.jpg
231118,SS3374,這未免太無聊了吧,73-A,S4E23,,https://imgur.com/XzVKnZG,https://i.imgur.com/XzVKnZG.jpg
231118,SS3375,跳 不然開除你,73-A,S4E23,,https://imgur.com/cPxw2Rk,https://i.imgur.com/cPxw2Rk.jpg
231118,SS3376,等一下下,73-A,S4E23,,https://imgur.com/2rBv2G6,https://i.imgur.com/2rBv2G6.jpg
231118,SS3377,"""雪球 墳充玩具""",73-A,S4E23,,https://imgur.com/fdQZW1y,https://i.imgur.com/fdQZW1y.jpg
231118,SS3378,岩漿燈,73-A,S4E23,,https://imgur.com/7pmfW81,https://i.imgur.com/7pmfW81.jpg
231118,SS3379,裝得很像嘛,73-A,S4E23,,https://imgur.com/z4sP9xl,https://i.imgur.com/z4sP9xl.jpg
231118,SS3380,但是我不會上當的,73-A,S4E23,,https://imgur.com/6wUV2ZV,https://i.imgur.com/6wUV2ZV.jpg
231118,SS3381,我絕對會奉陪到底,73-A,S4E23,,https://imgur.com/VaEOWY9,https://i.imgur.com/VaEOWY9.jpg
231118,SS3382,亮晶晶的小雪球 是快樂的小雪球,73-A,S4E23,,https://imgur.com/F65BWTV,https://i.imgur.com/F65BWTV.jpg
231118,SS3383,你也許會騙得過其他的人 甚至騙得了自己,73-A,S4E23,,https://imgur.com/Uyd3gQn,https://i.imgur.com/Uyd3gQn.jpg
231118,SS3384,可是你騙不了我,73-A,S4E23,,https://imgur.com/L3qIx1i,https://i.imgur.com/L3qIx1i.jpg
231118,SS3385,沒有錯 我又被你逮到了,73-A,S4E23,,https://imgur.com/np5kuvy,https://i.imgur.com/np5kuvy.jpg
231118,SS3386,一切都過去了,73-A,S4E23,,https://imgur.com/Yay5VsE,https://i.imgur.com/Yay5VsE.jpg
231118,SS3387,新奇的事物,73-A,S4E23,,https://imgur.com/BtxCkNW,https://i.imgur.com/BtxCkNW.jpg
231118,SS3388,騙人,73-A,S4E23,,https://imgur.com/0pdwR1H,https://i.imgur.com/0pdwR1H.jpg
231118,SS3389,你還是活在過去,73-A,S4E23,,https://imgur.com/1MBwtzG,https://i.imgur.com/1MBwtzG.jpg
231118,SS3390,你騙人,73-A,S4E23,,https://imgur.com/jIrhpe6,https://i.imgur.com/jIrhpe6.jpg
231118,SS3391,你很想要對吧,73-A,S4E23,,https://imgur.com/tYe3MA7,https://i.imgur.com/tYe3MA7.jpg
231118,SS3392,謝了 我不要,73-A,S4E23,,https://imgur.com/Ylb4uGX,https://i.imgur.com/Ylb4uGX.jpg
231118,SS3393,我就知道 你假裝不在乎其實是想騙我,73-A,S4E23,,https://imgur.com/XeCGU4f,https://i.imgur.com/XeCGU4f.jpg
231118,SS3394,等一等 你說不要,73-A,S4E23,,https://imgur.com/oZcTh7Q,https://i.imgur.com/oZcTh7Q.jpg
231118,SS3395,要是你不相信我 是你有問題 不是我,73-A,S4E23,,https://imgur.com/nOEcLzu,https://i.imgur.com/nOEcLzu.jpg
231118,SS3396,有問題 我才沒問題呢,73-A,S4E23,,https://imgur.com/rcEMYUZ,https://i.imgur.com/rcEMYUZ.jpg
231118,SS3397,有問題的明明是你,73-A,S4E23,,https://imgur.com/GAlDWnp,https://i.imgur.com/GAlDWnp.jpg
231118,SS3398,看看這個 毫無意義,73-A,S4E23,,https://imgur.com/ozf6VAq,https://i.imgur.com/ozf6VAq.jpg
231118,SS3399,全是假裝的,73-A,S4E23,,https://imgur.com/1kBuu0t,https://i.imgur.com/1kBuu0t.jpg
231118,SS3400,大騙局 騙子 臭老千,73-A,S4E23,,https://imgur.com/Z1LsMiB,https://i.imgur.com/Z1LsMiB.jpg
231118,SS3401,不要再騙了,73-A,S4E23,,https://imgur.com/43SYzkg,https://i.imgur.com/43SYzkg.jpg
231118,SS3402,大詐包 陰險狡猾的東西,73-A,S4E23,,https://imgur.com/wmGm5hx,https://i.imgur.com/wmGm5hx.jpg
231118,SS3403,沒良心的壞蛋,73-A,S4E23,,https://imgur.com/gmgrmd3,https://i.imgur.com/gmgrmd3.jpg
231118,SS3404,看 有問題的人到底是誰啊,73-A,S4E23,,https://imgur.com/8HqFgY1,https://i.imgur.com/8HqFgY1.jpg
231118,SS3405,全被你毀了,73-A,S4E23,,https://imgur.com/ukUgy2L,https://i.imgur.com/ukUgy2L.jpg
231118,SS3406,我只是想討口飯吃,73-A,S4E23,,https://imgur.com/O2cgpPv,https://i.imgur.com/O2cgpPv.jpg
231118,SS3407,好了 你別裝了,73-A,S4E23,,https://imgur.com/ijN4ltI,https://i.imgur.com/ijN4ltI.jpg
231118,SS3408,來拿,73-A,S4E23,,https://imgur.com/3fClgSB,https://i.imgur.com/3fClgSB.jpg
231118,SS3409,太慢了,73-A,S4E23,,https://imgur.com/QegLxg1,https://i.imgur.com/QegLxg1.jpg
231118,SS3410,你滾,73-A,S4E23,,https://imgur.com/MKZuhn7,https://i.imgur.com/MKZuhn7.jpg
231118,SS3411,你想要裝可憐 讓我們大家都相信你,73-A,S4E23,,https://imgur.com/LUGjrbY,https://i.imgur.com/LUGjrbY.jpg
231118,SS3412,我們會心軟 等我們一轉過頭你就偷襲我們,73-A,S4E23,,https://imgur.com/nwxq6C6,https://i.imgur.com/nwxq6C6.jpg
231118,SS3413,掉了,73-A,S4E23,,https://imgur.com/qAwvpqq,https://i.imgur.com/qAwvpqq.jpg
231118,SS3414,現在我有了新的生活了,73-A,S4E23,,https://imgur.com/Srx6JmU,https://i.imgur.com/Srx6JmU.jpg
231118,SS3415,我過得很快樂,73-A,S4E23,,https://imgur.com/JaQcL0U,https://i.imgur.com/JaQcL0U.jpg
231118,SS3416,真沒想到會有這麼一天,73-A,S4E23,,https://imgur.com/IFovEkE,https://i.imgur.com/IFovEkE.jpg
231118,SS3417,為今天的事情向你道個歉,73-A,S4E23,,https://imgur.com/XJu0nYb,https://i.imgur.com/XJu0nYb.jpg
231118,SS3418,我不應該那麼做的,73-A,S4E23,,https://imgur.com/FJ5MPvG,https://i.imgur.com/FJ5MPvG.jpg
231118,SS3419,我想好好的補償你,73-A,S4E23,,https://imgur.com/AAMg7ZP,https://i.imgur.com/AAMg7ZP.jpg
231118,SS3420,也許我們可以做朋友,73-A,S4E23,,https://imgur.com/JbG9gwS,https://i.imgur.com/JbG9gwS.jpg
231118,SS3421,好啊 我很願意跟你做朋友,73-A,S4E23,,https://imgur.com/EyeqbZF,https://i.imgur.com/EyeqbZF.jpg
231118,SS3422,我又贏了,73-A,S4E23,,https://imgur.com/VZNZ2Ii,https://i.imgur.com/VZNZ2Ii.jpg
231118,SS3423,我現在 真的可以百分之百的信任你了,73-A,S4E23,,https://imgur.com/GuGJcNA,https://i.imgur.com/GuGJcNA.jpg
231118,SS3424,那對我意義重大,73-A,S4E23,,https://imgur.com/Ohf1scb,https://i.imgur.com/Ohf1scb.jpg
231118,SS3425,我真不敢相信你居然還想...,73-A,S4E23,,https://imgur.com/q1YUYhv,https://i.imgur.com/q1YUYhv.jpg
231118,SS3426,現在情況不同了,73-A,S4E23,,https://imgur.com/GmtCDIB,https://i.imgur.com/GmtCDIB.jpg
231118,SS3427,你...你是認真的,73-A,S4E23,,https://imgur.com/8LOu09J,https://i.imgur.com/8LOu09J.jpg
231118,SS3428,你可能永遠都會懷疑我,73-A,S4E23,,https://imgur.com/LICQx64,https://i.imgur.com/LICQx64.jpg
231118,SS3429,你說得真好,73-A,S4E23,,https://imgur.com/p414zJV,https://i.imgur.com/p414zJV.jpg
231118,SS3430,我精心策劃的陰謀詭計 終於大功告成了,73-A,S4E23,,https://imgur.com/ba03drZ,https://i.imgur.com/ba03drZ.jpg
231118,SS3431,我應該去選總統的,73-A,S4E23,,https://imgur.com/hBCPNFP,https://i.imgur.com/hBCPNFP.jpg
231118,SS3432,"""騙到你了 愛你的螃蟹""",73-A,S4E23,,https://imgur.com/v5AVi2J,https://i.imgur.com/v5AVi2J.jpg
231118,SS3433,到最後 我的陰謀詭計還是騙到你了,73-A,S4E23,,https://imgur.com/moT83WN,https://i.imgur.com/moT83WN.jpg
231118,SS3434,今天真是風和日麗,73-B,S4E24,,https://imgur.com/P1QYjsx,https://i.imgur.com/P1QYjsx.jpg
231118,SS3435,蝸牛黏液,73-B,S4E24,,https://imgur.com/syAoAa2,https://i.imgur.com/syAoAa2.jpg
231118,SS3436,但是你給我記住這句話,73-B,S4E24,,https://imgur.com/uaNyXFV,https://i.imgur.com/uaNyXFV.jpg
231118,SS3437,這會是最後一次了,73-B,S4E24,,https://imgur.com/TcJqC1a,https://i.imgur.com/TcJqC1a.jpg
231118,SS3438,我安全多了,73-B,S4E24,,https://imgur.com/6tbHodN,https://i.imgur.com/6tbHodN.jpg
231118,SS3439,就不要怪我對你不客氣了,73-B,S4E24,,https://imgur.com/S5wKco5,https://i.imgur.com/S5wKco5.jpg
231118,SS3440,我會叫捕蝸牛大隊來,73-B,S4E24,,https://imgur.com/knl9kS3,https://i.imgur.com/knl9kS3.jpg
231118,SS3441,他...他咬我,73-B,S4E24,,https://imgur.com/0beqPoP,https://i.imgur.com/0beqPoP.jpg
231118,SS3442,你怎麼會這樣呢,73-B,S4E24,,https://imgur.com/VKYhzzi,https://i.imgur.com/VKYhzzi.jpg
231118,SS3443,只有你會養出這種小壞蛋來,73-B,S4E24,,https://imgur.com/UhRsWQj,https://i.imgur.com/UhRsWQj.jpg
231118,SS3444,希望他有打預防針,73-B,S4E24,,https://imgur.com/8P7OIUr,https://i.imgur.com/8P7OIUr.jpg
231118,SS3445,全部都打了,73-B,S4E24,,https://imgur.com/xKtpr9y,https://i.imgur.com/xKtpr9y.jpg
231118,SS3446,這還用說嗎,73-B,S4E24,,https://imgur.com/lqDLVkJ,https://i.imgur.com/lqDLVkJ.jpg
231118,SS3447,蝸牛天花 蝸牛軟殼症,73-B,S4E24,,https://imgur.com/VJE3gRA,https://i.imgur.com/VJE3gRA.jpg
231118,SS3448,百日咳 日本腦災 蝸牛痘,73-B,S4E24,,https://imgur.com/2PVlHBH,https://i.imgur.com/2PVlHBH.jpg
231118,SS3449,不要忘了最可怕的一種病,73-B,S4E24,,https://imgur.com/TDSSXpJ,https://i.imgur.com/TDSSXpJ.jpg
231118,SS3450,瘋狂蝸牛症,73-B,S4E24,,https://imgur.com/B0ry9KO,https://i.imgur.com/B0ry9KO.jpg
231118,SS3451,你是說你的寵物沒有打 瘋狂蝸牛症預防針,73-B,S4E24,,https://imgur.com/zNEZMSD,https://i.imgur.com/zNEZMSD.jpg
231118,SS3452,你好像已經開始起紅疹了耶,73-B,S4E24,,https://imgur.com/0Bj53x0,https://i.imgur.com/0Bj53x0.jpg
231118,SS3453,請問 你的喉嚨會不會有點痛痛的呢,73-B,S4E24,,https://imgur.com/STrCrdZ,https://i.imgur.com/STrCrdZ.jpg
231118,SS3454,聽你這麼一提 我是有點口乾舌噪,73-B,S4E24,,https://imgur.com/7LJJheC,https://i.imgur.com/7LJJheC.jpg
231118,SS3455,這種絕症會侵襲你的身體,73-B,S4E24,,https://imgur.com/jaP6nsI,https://i.imgur.com/jaP6nsI.jpg
231118,SS3456,讓你的眼睛充血,73-B,S4E24,,https://imgur.com/gMKz6wC,https://i.imgur.com/gMKz6wC.jpg
231118,SS3457,失去平衡感,73-B,S4E24,,https://imgur.com/KV0MYGc,https://i.imgur.com/KV0MYGc.jpg
231118,SS3458,尿失禁 一搔就好癢,73-B,S4E24,,https://imgur.com/hX7Hz63,https://i.imgur.com/hX7Hz63.jpg
231118,SS3459,染病蝸牛咬你一口,73-B,S4E24,,https://imgur.com/0rQoZPv,https://i.imgur.com/0rQoZPv.jpg
231118,SS3460,還會把你變成殭屍,73-B,S4E24,,https://imgur.com/ScVByuc,https://i.imgur.com/ScVByuc.jpg
231118,SS3461,免得他去咬到重要人士,73-B,S4E24,,https://imgur.com/jRdL9Ag,https://i.imgur.com/jRdL9Ag.jpg
231118,SS3462,瘋狂蝸牛逃出去了,73-B,S4E24,,https://imgur.com/gBFH9eA,https://i.imgur.com/gBFH9eA.jpg
231118,SS3463,瘋狂蝸牛來了耶,73-B,S4E24,,https://imgur.com/FpfDWQ0,https://i.imgur.com/FpfDWQ0.jpg
231118,SS3464,要是他咬你 你就會變成殭屍,73-B,S4E24,,https://imgur.com/s2Md4gU,https://i.imgur.com/s2Md4gU.jpg
231118,SS3465,天啊 他在發什麼神經啊,73-B,S4E24,,https://imgur.com/godzcF2,https://i.imgur.com/godzcF2.jpg
231118,SS3466,他真討人喜歡,73-B,S4E24,,https://imgur.com/QGSsvgH,https://i.imgur.com/QGSsvgH.jpg
231118,SS3467,瘋狂蝸牛症是真的,73-B,S4E24,,https://imgur.com/MVOrHIc,https://i.imgur.com/MVOrHIc.jpg
231118,SS3468,我是殭屍 我被瘋狂蝸牛咬到了,73-B,S4E24,,https://imgur.com/z4S9oIC,https://i.imgur.com/z4S9oIC.jpg
231118,SS3469,我得了瘋狂蝸牛症了,73-B,S4E24,,https://imgur.com/C5cZCvR,https://i.imgur.com/C5cZCvR.jpg
231118,SS3470,我們被傳染了,73-B,S4E24,,https://imgur.com/byR4gUc,https://i.imgur.com/byR4gUc.jpg
231118,SS3471,小蝸牛大恐慌,73-B,S4E24,,https://imgur.com/DmytgFO,https://i.imgur.com/DmytgFO.jpg
231118,SS3472,因為殺手蝸牛到處狂咬 見一個咬一個,73-B,S4E24,,https://imgur.com/PlkaFX1,https://i.imgur.com/PlkaFX1.jpg
231118,SS3473,去問大街上任何一條魚,73-B,S4E24,,https://imgur.com/6Q35qq0,https://i.imgur.com/6Q35qq0.jpg
231118,SS3474,他們都會跟你說 細菌病毒感染力超強,73-B,S4E24,,https://imgur.com/Ym1nbHP,https://i.imgur.com/Ym1nbHP.jpg
231118,SS3475,會隨血液蔓延,73-B,S4E24,,https://imgur.com/2IJgtRZ,https://i.imgur.com/2IJgtRZ.jpg
231118,SS3476,你什麼時候開始懷疑 你已經變成了殭屍呢,73-B,S4E24,,https://imgur.com/yZZuELT,https://i.imgur.com/yZZuELT.jpg
231118,SS3477,我在我被瘋狂蝸牛咬到之後,73-B,S4E24,,https://imgur.com/L0jJomf,https://i.imgur.com/L0jJomf.jpg
231118,SS3478,我也一搔就好癢耶,73-B,S4E24,,https://imgur.com/36yhDhd,https://i.imgur.com/36yhDhd.jpg
231118,SS3479,不 現在變成空氣傳染了,73-B,S4E24,,https://imgur.com/KsDr7RL,https://i.imgur.com/KsDr7RL.jpg
231118,SS3480,我們得到了必死的絕症,73-B,S4E24,,https://imgur.com/60Ks1EK,https://i.imgur.com/60Ks1EK.jpg
231118,SS3481,都是染病蝸牛害的,73-B,S4E24,,https://imgur.com/WOi8UBF,https://i.imgur.com/WOi8UBF.jpg
231118,SS3482,我不相信可愛又滑溜的蝸牛 會造成世界大毀滅,73-B,S4E24,,https://imgur.com/HfJBmw6,https://i.imgur.com/HfJBmw6.jpg
231118,SS3483,我是殭屍,73-B,S4E24,,https://imgur.com/bREyWNT,https://i.imgur.com/bREyWNT.jpg
231118,SS3484,快放我進去,73-B,S4E24,,https://imgur.com/zsP0ey1,https://i.imgur.com/zsP0ey1.jpg
231118,SS3485,不可以 不可以讓任何人進來,73-B,S4E24,,https://imgur.com/ErryavA,https://i.imgur.com/ErryavA.jpg
231118,SS3486,但是損失從你的薪水裡面扣,73-B,S4E24,,https://imgur.com/6uYVHji,https://i.imgur.com/6uYVHji.jpg
231118,SS3487,我不在這工作,73-B,S4E24,,https://imgur.com/DEhxjjV,https://i.imgur.com/DEhxjjV.jpg
231118,SS3488,沒錯 放我進去 免得我被吃掉,73-B,S4E24,,https://imgur.com/AoExt3J,https://i.imgur.com/AoExt3J.jpg
231118,SS3489,他看起來很殭屍哦,73-B,S4E24,,https://imgur.com/APYS8N2,https://i.imgur.com/APYS8N2.jpg
231118,SS3490,難道殭屍的皮夾 會放他最好朋友的照片嗎,73-B,S4E24,,https://imgur.com/v2HMOt5,https://i.imgur.com/v2HMOt5.jpg
231118,SS3491,"""一輩子的好哥兒們""",73-B,S4E24,,https://imgur.com/OEEQ6VP,https://i.imgur.com/OEEQ6VP.jpg
231118,SS3492,可是我會盯著你的,73-B,S4E24,,https://imgur.com/CNbBh6s,https://i.imgur.com/CNbBh6s.jpg
231118,SS3493,你說你要盯著他看 你也會染病,73-B,S4E24,,https://imgur.com/89sTt5P,https://i.imgur.com/89sTt5P.jpg
231118,SS3494,那就表示你也是殭屍,73-B,S4E24,,https://imgur.com/xCn8MkZ,https://i.imgur.com/xCn8MkZ.jpg
231118,SS3495,對耶 我是殭屍,73-B,S4E24,,https://imgur.com/4ppy3qf,https://i.imgur.com/4ppy3qf.jpg
231118,SS3496,誰敢保證我們不是殭屍,73-B,S4E24,,https://imgur.com/pqT7ys2,https://i.imgur.com/pqT7ys2.jpg
231118,SS3497,蝸牛...,73-B,S4E24,,https://imgur.com/3Kb9GQM,https://i.imgur.com/3Kb9GQM.jpg
231118,SS3498,不 不要靠近他,73-B,S4E24,,https://imgur.com/FtUOeoA,https://i.imgur.com/FtUOeoA.jpg
231118,SS3499,實在太可憐了,73-B,S4E24,,https://imgur.com/46ImyNI,https://i.imgur.com/46ImyNI.jpg
231118,SS3500,我不敢看,73-B,S4E24,,https://imgur.com/rCrv777,https://i.imgur.com/rCrv777.jpg
231118,SS3501,你好壞哦,73-B,S4E24,,https://imgur.com/bKX5b2y,https://i.imgur.com/bKX5b2y.jpg
231118,SS3502,好諷刺啊,73-B,S4E24,,https://imgur.com/7Llpyx7,https://i.imgur.com/7Llpyx7.jpg
231118,SS3503,快 一定要隔離那隻染病蝸牛,73-B,S4E24,,https://imgur.com/Y2AKwMl,https://i.imgur.com/Y2AKwMl.jpg
231118,SS3504,去捉蝸牛,73-B,S4E24,,https://imgur.com/M9TsoIe,https://i.imgur.com/M9TsoIe.jpg
231118,SS3505,不 別傷害他,73-B,S4E24,,https://imgur.com/Nv6nx9e,https://i.imgur.com/Nv6nx9e.jpg
231118,SS3506,把蝸牛交出來,73-B,S4E24,,https://imgur.com/YumJcta,https://i.imgur.com/YumJcta.jpg
231118,SS3507,那是為了他好啊 海綿寶寶,73-B,S4E24,,https://imgur.com/UgvAjB2,https://i.imgur.com/UgvAjB2.jpg
231118,SS3508,不要再任性了,73-B,S4E24,,https://imgur.com/K5D1H5s,https://i.imgur.com/K5D1H5s.jpg
231118,SS3509,必須要終結瘋狂蝸牛症,73-B,S4E24,,https://imgur.com/FCt0DvV,https://i.imgur.com/FCt0DvV.jpg
231118,SS3510,你們就是為了那個病 在這裡亂的嗎,73-B,S4E24,,https://imgur.com/kJpgOLI,https://i.imgur.com/kJpgOLI.jpg
231118,SS3511,對 那你又懂什麼了,73-B,S4E24,,https://imgur.com/SXzDzC1,https://i.imgur.com/SXzDzC1.jpg
231118,SS3512,我懂得可多了,73-B,S4E24,,https://imgur.com/UyMpkSU,https://i.imgur.com/UyMpkSU.jpg
231118,SS3513,吉爾吉利安醫師,73-B,S4E24,,https://imgur.com/iyl94K9,https://i.imgur.com/iyl94K9.jpg
231118,SS3514,蝸疾家跟專家,73-B,S4E24,,https://imgur.com/QHnLqaI,https://i.imgur.com/QHnLqaI.jpg
231118,SS3515,什麼 什麼跟什麼,73-B,S4E24,,https://imgur.com/M95MB8H,https://i.imgur.com/M95MB8H.jpg
231118,SS3516,蝸牛疾病專家還有蝸牛專家,73-B,S4E24,,https://imgur.com/xfdAWej,https://i.imgur.com/xfdAWej.jpg
231118,SS3517,對不起 我必須要跟各位明說,73-B,S4E24,,https://imgur.com/A273j0P,https://i.imgur.com/A273j0P.jpg
231118,SS3518,你們在談論的瘋狂蝸牛症 並不存在,73-B,S4E24,,https://imgur.com/TMdaA07,https://i.imgur.com/TMdaA07.jpg
231118,SS3519,沒錯 沒有那種病,73-B,S4E24,,https://imgur.com/XkvsIsL,https://i.imgur.com/XkvsIsL.jpg
231118,SS3520,那只是一個傳說 一個誤會罷了,73-B,S4E24,,https://imgur.com/yHlW130,https://i.imgur.com/yHlW130.jpg
231118,SS3521,所以我們都不是殭屍了,73-B,S4E24,,https://imgur.com/MFlmphe,https://i.imgur.com/MFlmphe.jpg
231118,SS3522,當然不是 沒有人是,73-B,S4E24,,https://imgur.com/ZMfCvX5,https://i.imgur.com/ZMfCvX5.jpg
231118,SS3523,這只是一種群眾恐慌吧,73-B,S4E24,,https://imgur.com/YUuje4v,https://i.imgur.com/YUuje4v.jpg
231118,SS3524,那是因為你不重視個人衛生,73-B,S4E24,,https://imgur.com/SL0TrMM,https://i.imgur.com/SL0TrMM.jpg
231118,SS3525,你還愛我嗎,73-B,S4E24,,https://imgur.com/WmrGBFP,https://i.imgur.com/WmrGBFP.jpg
231118,SS3526,你不是殭屍了 記得嗎,73-B,S4E24,,https://imgur.com/SZARk6g,https://i.imgur.com/SZARk6g.jpg
